Price,Close,High,Low,Open,Volume
Ticker,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE
Date,,,,,
1999-05-20,6368.2001953125,6371.2998046875,6285.10009765625,6285.10009765625,628174000
1999-05-21,6353.10009765625,6391.89990234375,6345.10009765625,6368.7998046875,477114000
1999-05-24,6322.10009765625,6462.2998046875,6322.10009765625,6362.7998046875,369539000
1999-05-25,6249.2998046875,6280.7998046875,6184.7998046875,6280.7998046875,679625000
1999-05-26,6236.7998046875,6292.0,6178.10009765625,6244.2001953125,572601000
1999-05-27,6199.5,6279.7998046875,6155.2001953125,6246.7998046875,553814000
1999-05-28,6226.2001953125,6229.10009765625,6110.10009765625,6193.5,484224000
1999-06-01,6250.0,6354.2998046875,6227.5,6231.0,508055000
1999-06-02,6302.2001953125,6313.7998046875,6243.10009765625,6248.0,482194000
1999-06-03,6348.60009765625,6359.7001953125,6302.2001953125,6315.89990234375,384905000
1999-06-04,6361.5,6365.7998046875,6274.10009765625,6348.2001953125,369446000
1999-06-07,6412.0,6425.89990234375,6380.5,6392.7001953125,418248000
1999-06-08,6431.5,6466.39990234375,6410.5,6414.2001953125,428610000
1999-06-09,6453.0,6472.39990234375,6418.7001953125,6429.2001953125,448392000
1999-06-10,6403.39990234375,6469.39990234375,6381.5,6455.2001953125,507698000
1999-06-11,6484.7998046875,6501.5,6406.39990234375,6407.89990234375,429696000
1999-06-14,6430.2001953125,6495.2998046875,6402.10009765625,6495.2998046875,919104000
1999-06-15,6451.2001953125,6451.39990234375,6403.7998046875,6435.10009765625,551012000
1999-06-16,6504.89990234375,6535.2998046875,6430.7998046875,6460.2998046875,596573000
1999-06-17,6493.60009765625,6548.10009765625,6465.7998046875,6518.0,466348000
1999-06-18,6527.7998046875,6593.10009765625,6508.89990234375,6511.10009765625,581088000
1999-06-21,6581.2998046875,6613.60009765625,6551.7998046875,6551.7998046875,534898000
1999-06-22,6552.39990234375,6571.60009765625,6513.10009765625,6567.10009765625,473448000
1999-06-23,6496.5,6557.60009765625,6471.60009765625,6557.60009765625,690641000
1999-06-24,6416.7001953125,6514.2998046875,6404.7001953125,6498.2998046875,660525000
1999-06-25,6435.39990234375,6446.2001953125,6379.60009765625,6409.39990234375,497287000
1999-06-28,6405.7998046875,6438.2001953125,6388.7998046875,6436.89990234375,392607000
1999-06-29,6307.10009765625,6430.2998046875,6301.7998046875,6414.89990234375,690910000
1999-06-30,6318.5,6371.60009765625,6287.89990234375,6338.10009765625,616271000
1999-07-01,6488.89990234375,6489.0,6372.10009765625,6372.10009765625,698925000
1999-07-02,6491.89990234375,6521.7998046875,6459.5,6494.7001953125,521552000
1999-07-05,6592.0,6606.89990234375,6516.0,6516.10009765625,583278000
1999-07-06,6620.60009765625,6620.7998046875,6543.89990234375,6591.7998046875,484454000
1999-07-07,6597.39990234375,6631.5,6560.60009765625,6606.7998046875,600260000
1999-07-08,6557.2998046875,6649.5,6520.10009765625,6603.39990234375,604282000
1999-07-09,6562.60009765625,6585.10009765625,6538.7998046875,6554.7001953125,508528000
1999-07-12,6545.5,6623.7998046875,6544.10009765625,6565.5,564562000
1999-07-13,6445.60009765625,6545.7001953125,6445.60009765625,6545.7001953125,493232000
1999-07-14,6473.10009765625,6535.89990234375,6453.89990234375,6456.39990234375,586119000
1999-07-15,6575.0,6583.7001953125,6470.2998046875,6484.7001953125,547621000
1999-07-16,6563.2998046875,6592.2001953125,6544.2001953125,6586.7001953125,461859000
1999-07-19,6483.7001953125,6622.10009765625,6476.5,6568.60009765625,381659000
1999-07-20,6392.0,6478.5,6384.89990234375,6468.7001953125,577555000
1999-07-21,6329.7998046875,6374.39990234375,6310.0,6370.7998046875,585784000
1999-07-22,6297.7998046875,6355.5,6272.7998046875,6343.2001953125,570857000
1999-07-23,6207.39990234375,6305.5,6199.10009765625,6285.7001953125,530019000
1999-07-26,6169.10009765625,6223.89990234375,6092.10009765625,6207.7001953125,457057000
1999-07-27,6262.7998046875,6281.7001953125,6191.39990234375,6191.39990234375,476667000
1999-07-28,6297.2001953125,6316.2001953125,6258.0,6272.5,558392000
1999-07-29,6117.5,6257.60009765625,6117.5,6257.0,544353000
1999-07-30,6231.89990234375,6232.7998046875,6142.0,6145.7998046875,541800000
1999-08-02,6288.2998046875,6301.89990234375,6156.7001953125,6228.39990234375,408957000
1999-08-03,6250.7001953125,6298.10009765625,6220.10009765625,6285.0,561676000
1999-08-04,6235.39990234375,6282.89990234375,6218.7998046875,6253.2998046875,489970000
1999-08-05,6101.60009765625,6198.39990234375,6078.5,6198.39990234375,596869000
1999-08-06,6121.0,6179.2998046875,6098.7998046875,6130.2998046875,472860000
1999-08-09,6126.5,6164.89990234375,6112.10009765625,6125.89990234375,384825000
1999-08-10,5978.39990234375,6126.89990234375,5976.2001953125,6125.10009765625,553007000
1999-08-11,6014.39990234375,6049.10009765625,5980.0,5980.39990234375,474682000
1999-08-12,6153.2998046875,6153.2998046875,6045.2001953125,6045.2001953125,512695000
1999-08-13,6245.10009765625,6247.7001953125,6115.7001953125,6142.2001953125,576230000
1999-08-16,6235.39990234375,6263.5,6207.2998046875,6246.60009765625,364238000
1999-08-17,6166.5,6240.5,6166.2001953125,6232.7998046875,461237000
1999-08-18,6201.7998046875,6233.0,6160.60009765625,6168.7001953125,512588000
1999-08-19,6118.0,6217.89990234375,6104.2001953125,6210.10009765625,518015000
1999-08-20,6180.7998046875,6187.2998046875,6130.2998046875,6135.39990234375,387124000
1999-08-23,6322.10009765625,6330.0,6185.7001953125,6185.7001953125,451157000
1999-08-24,6315.10009765625,6333.7001953125,6286.5,6326.2998046875,429530000
1999-08-25,6369.5,6399.60009765625,6345.89990234375,6345.89990234375,554520000
1999-08-26,6383.89990234375,6434.39990234375,6361.5,6382.5,517989000
1999-08-27,6375.2001953125,6413.2998046875,6350.10009765625,6378.89990234375,390603000
1999-08-31,6246.39990234375,6350.7998046875,6246.39990234375,6350.7998046875,438278000
1999-09-01,6276.2001953125,6279.89990234375,6207.39990234375,6251.10009765625,495028000
1999-09-02,6195.60009765625,6277.2998046875,6168.2998046875,6271.7001953125,521857000
1999-09-03,6332.2001953125,6342.0,6207.7001953125,6209.89990234375,494971000
1999-09-06,6375.7001953125,6388.39990234375,6351.39990234375,6360.60009765625,335106000
1999-09-07,6309.5,6381.60009765625,6302.5,6376.7001953125,440644000
1999-09-08,6253.60009765625,6316.0,6158.7998046875,6316.0,479165000
1999-09-09,6260.60009765625,6271.2001953125,6242.2998046875,6255.5,464004000
1999-09-10,6191.0,6300.39990234375,6191.0,6278.10009765625,478352000
1999-09-13,6169.0,6232.2998046875,6127.0,6206.5,403331000
1999-09-14,6116.0,6250.89990234375,6104.89990234375,6186.2001953125,469220000
1999-09-15,6067.7001953125,6118.39990234375,6043.60009765625,6109.2998046875,624557000
1999-09-16,6014.60009765625,6082.0,6010.0,6048.2998046875,518915000
1999-09-17,6039.7998046875,6062.0,6012.39990234375,6030.7001953125,550444000
1999-09-20,6056.5,6094.7001953125,6030.2998046875,6039.7998046875,477328000
1999-09-21,5957.2998046875,6080.7001953125,5942.89990234375,6056.5,679411000
1999-09-22,5913.89990234375,5965.7001953125,5868.39990234375,5957.2998046875,652801000
1999-09-23,5969.7001953125,6022.2001953125,5910.10009765625,5913.89990234375,738646000
1999-09-24,5937.60009765625,5989.7001953125,5900.7998046875,5969.7001953125,936648000
1999-09-27,6078.60009765625,6087.7001953125,5937.60009765625,5937.60009765625,585408000
1999-09-28,6007.2001953125,6078.60009765625,6006.7998046875,6078.60009765625,511668000
1999-09-29,6020.60009765625,6077.2001953125,5941.5,6007.2001953125,459203000
1999-09-30,6029.7998046875,6041.60009765625,5964.5,6020.60009765625,458570000
1999-10-01,5970.7001953125,6059.7998046875,5960.2998046875,6029.7998046875,569168000
1999-10-04,6052.89990234375,6057.2001953125,5967.2998046875,5970.7001953125,445882000
1999-10-05,6084.5,6100.2001953125,6042.39990234375,6052.89990234375,515629000
1999-10-06,6097.5,6097.5,6012.5,6084.5,662834000
1999-10-07,6200.5,6221.7001953125,6097.5,6097.5,698053000
1999-10-08,6199.39990234375,6250.7998046875,6160.60009765625,6200.39990234375,524039000
1999-10-11,6234.7998046875,6238.7001953125,6185.7998046875,6199.39990234375,449854000
1999-10-12,6174.89990234375,6242.7998046875,6164.89990234375,6234.7998046875,677902000
1999-10-13,6113.39990234375,6174.7998046875,6079.0,6174.7998046875,579557000
1999-10-14,6039.39990234375,6131.60009765625,6038.10009765625,6113.39990234375,676988000
1999-10-15,5907.2998046875,6039.39990234375,5842.2998046875,6039.39990234375,670374000
1999-10-18,5869.2001953125,5907.2998046875,5798.2998046875,5907.2998046875,419844000
1999-10-19,5993.7001953125,5993.7001953125,5869.2001953125,5869.2001953125,703616000
1999-10-20,6006.7001953125,6028.5,5970.0,5993.7001953125,689519000
1999-10-21,5939.2998046875,6043.7998046875,5888.10009765625,6006.7001953125,876247000
1999-10-22,6058.89990234375,6060.2001953125,5939.2998046875,5939.2998046875,684224000
1999-10-25,6009.39990234375,6109.39990234375,5991.7001953125,6058.89990234375,664108000
1999-10-26,6092.39990234375,6096.7001953125,5994.7998046875,6009.39990234375,526276000
1999-10-27,6045.7001953125,6092.39990234375,6016.7001953125,6092.39990234375,558246000
1999-10-28,6149.10009765625,6166.5,5990.10009765625,6045.7001953125,803535000
1999-10-29,6255.7001953125,6279.2998046875,6146.2998046875,6149.10009765625,754646000
1999-11-01,6284.0,6297.7998046875,6232.2001953125,6255.7001953125,444313000
1999-11-02,6252.0,6284.0,6231.0,6284.0,593045000
1999-11-03,6280.7998046875,6298.7998046875,6231.2001953125,6252.0,613871000
1999-11-04,6331.2998046875,6357.2001953125,6280.2998046875,6280.7998046875,722251000
1999-11-05,6356.60009765625,6402.0,6309.2001953125,6331.2998046875,713905000
1999-11-08,6374.2998046875,6398.0,6338.5,6356.60009765625,492501000
1999-11-09,6435.5,6483.10009765625,6374.2998046875,6374.2998046875,754035000
1999-11-10,6447.0,6475.0,6416.7998046875,6435.5,620981000
1999-11-11,6551.39990234375,6552.7001953125,6447.0,6447.0,778096000
1999-11-12,6511.60009765625,6612.7998046875,6488.10009765625,6551.39990234375,872255000
1999-11-15,6533.60009765625,6574.60009765625,6498.10009765625,6511.60009765625,698814000
1999-11-16,6583.0,6596.39990234375,6524.2001953125,6533.60009765625,847962000
1999-11-17,6555.7001953125,6627.10009765625,6534.5,6583.0,1134824000
1999-11-18,6550.7998046875,6590.0,6520.5,6555.7001953125,1121728000
1999-11-19,6482.2998046875,6593.39990234375,6456.2001953125,6550.7998046875,1040161000
1999-11-22,6442.0,6564.60009765625,6422.0,6482.2998046875,637864000
1999-11-23,6534.2001953125,6551.2998046875,6426.60009765625,6442.0,884722000
1999-11-24,6561.7998046875,6569.5,6493.7001953125,6534.2001953125,741816000
1999-11-25,6682.7998046875,6686.10009765625,6558.0,6561.7998046875,785592000
1999-11-26,6684.7998046875,6743.10009765625,6654.39990234375,6682.7998046875,810689000
1999-11-29,6692.2998046875,6759.2998046875,6659.60009765625,6684.7998046875,602630000
1999-11-30,6597.2001953125,6692.2998046875,6586.7998046875,6692.2998046875,881508000
1999-12-01,6646.0,6655.7998046875,6575.2998046875,6597.2001953125,642023000
1999-12-02,6653.7001953125,6694.2001953125,6623.0,6646.0,946100000
1999-12-03,6742.2001953125,6772.10009765625,6652.2998046875,6653.7001953125,954355000
1999-12-06,6694.0,6769.39990234375,6657.10009765625,6742.2001953125,640360000
1999-12-07,6660.89990234375,6728.89990234375,6659.7001953125,6694.0,729797000
1999-12-08,6619.39990234375,6660.89990234375,6609.5,6660.89990234375,916311000
1999-12-09,6680.7998046875,6688.0,6619.39990234375,6619.39990234375,734306000
1999-12-10,6739.5,6740.10009765625,6659.7001953125,6680.7998046875,866866000
1999-12-13,6710.7001953125,6769.7001953125,6710.7001953125,6739.5,610591000
1999-12-14,6702.10009765625,6735.2998046875,6663.2001953125,6710.7001953125,824099000
1999-12-15,6633.7998046875,6716.0,6588.7001953125,6702.10009765625,760261000
1999-12-16,6672.0,6705.10009765625,6633.7998046875,6633.7998046875,702661000
1999-12-17,6724.60009765625,6757.0,6646.39990234375,6672.0,639206000
1999-12-20,6731.2001953125,6761.7001953125,6707.0,6724.60009765625,369406000
1999-12-21,6707.5,6731.2001953125,6675.60009765625,6731.2001953125,409497000
1999-12-22,6728.60009765625,6750.2998046875,6691.60009765625,6707.5,261093000
1999-12-23,6776.7998046875,6803.10009765625,6722.7998046875,6728.60009765625,203131000
1999-12-24,6806.5,6815.7001953125,6772.89990234375,6776.7998046875,65604000
1999-12-29,6835.89990234375,6860.7998046875,6801.10009765625,6806.5,164536000
1999-12-30,6930.2001953125,6950.60009765625,6835.89990234375,6835.89990234375,89162000
2000-01-04,6665.89990234375,6930.2001953125,6662.89990234375,6930.2001953125,633449000
2000-01-05,6535.89990234375,6665.89990234375,6500.39990234375,6665.89990234375,670234000
2000-01-06,6447.2001953125,6547.2998046875,6424.39990234375,6535.89990234375,785532000
2000-01-07,6504.7998046875,6532.39990234375,6438.7998046875,6447.2001953125,888306000
2000-01-10,6607.7001953125,6634.2001953125,6504.7998046875,6504.7998046875,735455000
2000-01-11,6518.89990234375,6638.10009765625,6510.7998046875,6607.7001953125,863011000
2000-01-12,6532.7998046875,6532.7998046875,6470.2998046875,6518.89990234375,779904000
2000-01-13,6531.5,6596.5,6509.39990234375,6532.7998046875,865831000
2000-01-14,6658.2001953125,6666.7998046875,6531.5,6531.5,1098626000
2000-01-17,6669.5,6694.2998046875,6638.2998046875,6658.2001953125,923472000
2000-01-18,6504.60009765625,6695.89990234375,6491.5,6669.5,854700000
2000-01-19,6445.5,6505.89990234375,6434.39990234375,6504.60009765625,863686000
2000-01-20,6348.7001953125,6492.7001953125,6328.2998046875,6445.39990234375,1008169000
2000-01-21,6346.2998046875,6374.7001953125,6287.10009765625,6348.7001953125,1007934000
2000-01-24,6379.7998046875,6480.39990234375,6346.2998046875,6346.2998046875,672107000
2000-01-25,6274.10009765625,6379.7998046875,6262.89990234375,6379.7998046875,805330000
2000-01-26,6375.60009765625,6380.0,6270.39990234375,6274.10009765625,1021822000
2000-01-27,6441.0,6451.60009765625,6375.60009765625,6375.60009765625,816596000
2000-01-28,6375.60009765625,6475.10009765625,6354.7998046875,6441.0,918227000
2000-01-31,6268.5,6375.60009765625,6246.7998046875,6375.60009765625,931453000
2000-02-01,6290.89990234375,6367.10009765625,6231.89990234375,6268.5,1214559000
2000-02-02,6302.7998046875,6345.2001953125,6241.60009765625,6290.89990234375,1336831000
2000-02-03,6324.2998046875,6393.5,6251.60009765625,6302.7998046875,1865400000
2000-02-04,6185.0,6364.89990234375,6171.2001953125,6324.2998046875,2309287000
2000-02-07,6118.60009765625,6232.10009765625,6100.7001953125,6185.0,1230759000
2000-02-08,6285.7998046875,6295.7001953125,6117.2998046875,6118.60009765625,2217462000
2000-02-09,6315.39990234375,6450.89990234375,6271.5,6285.7998046875,1840149000
2000-02-10,6279.7998046875,6320.0,6199.7998046875,6315.39990234375,2218541000
2000-02-11,6193.2998046875,6325.7001953125,6127.39990234375,6279.7998046875,3433671000
2000-02-14,6068.60009765625,6197.5,6027.5,6193.2998046875,1429935000
2000-02-15,6005.2001953125,6167.5,5972.7001953125,6068.60009765625,1510016000
2000-02-16,6147.39990234375,6147.39990234375,6002.5,6005.2001953125,1614733000
2000-02-17,6209.2998046875,6262.2001953125,6102.89990234375,6147.39990234375,1522351000
2000-02-18,6165.0,6264.10009765625,6151.39990234375,6209.2998046875,1098726000
2000-02-21,6081.60009765625,6193.60009765625,6029.89990234375,6165.0,960304000
2000-02-22,6014.7001953125,6172.7998046875,6002.7001953125,6081.60009765625,1830338000
2000-02-23,6144.10009765625,6167.2998046875,6014.7001953125,6014.7001953125,1393864000
2000-02-24,6086.7001953125,6288.7998046875,6070.89990234375,6144.10009765625,1213197000
2000-02-25,6198.0,6198.0,6086.7001953125,6086.7001953125,1181230000
2000-02-28,6099.60009765625,6271.10009765625,6054.10009765625,6198.0,925049000
2000-02-29,6232.60009765625,6245.5,6099.60009765625,6099.60009765625,1121708000
2000-03-01,6364.89990234375,6387.2998046875,6232.60009765625,6232.60009765625,1499256000
2000-03-02,6432.10009765625,6436.5,6324.2001953125,6364.89990234375,1124952000
2000-03-03,6487.5,6506.2998046875,6403.0,6432.10009765625,1107792000
2000-03-06,6567.7998046875,6593.2998046875,6457.0,6487.5,1334247000
2000-03-07,6466.5,6568.2998046875,6465.5,6567.7998046875,1164979000
2000-03-08,6411.2001953125,6479.7001953125,6387.2001953125,6466.5,1315382000
2000-03-09,6532.10009765625,6544.2001953125,6411.2001953125,6411.2001953125,983965000
2000-03-10,6568.7001953125,6642.5,6532.10009765625,6532.10009765625,1005534000
2000-03-13,6466.89990234375,6568.7001953125,6380.60009765625,6568.7001953125,822972000
2000-03-14,6487.10009765625,6539.7001953125,6457.10009765625,6466.89990234375,753821000
2000-03-15,6447.0,6487.10009765625,6396.10009765625,6487.10009765625,1196995000
2000-03-16,6557.2998046875,6618.2001953125,6447.0,6447.0,1361503000
2000-03-17,6558.0,6713.10009765625,6504.10009765625,6557.2001953125,1309177000
2000-03-20,6624.5,6653.39990234375,6523.2998046875,6558.0,764551000
2000-03-21,6617.89990234375,6630.60009765625,6543.39990234375,6624.5,1079931000
2000-03-22,6609.60009765625,6692.2998046875,6551.7001953125,6617.89990234375,1181720000
2000-03-23,6594.60009765625,6617.7998046875,6538.7001953125,6609.60009765625,856587000
2000-03-24,6738.5,6755.10009765625,6594.60009765625,6594.60009765625,1088155000
2000-03-27,6687.2001953125,6770.39990234375,6654.39990234375,6738.5,789449000
2000-03-28,6650.10009765625,6734.89990234375,6623.7001953125,6687.2001953125,726224000
2000-03-29,6598.7998046875,6657.2998046875,6570.2998046875,6650.10009765625,892675000
2000-03-30,6445.2001953125,6598.7998046875,6418.5,6598.7998046875,1119761000
2000-03-31,6540.2001953125,6557.39990234375,6385.7998046875,6445.2001953125,1019644000
2000-04-03,6462.10009765625,6540.2001953125,6437.89990234375,6540.2001953125,949900000
2000-04-04,6427.0,6531.2998046875,6415.5,6462.10009765625,1278570000
2000-04-05,6379.2998046875,6428.5,6283.2001953125,6427.0,566610000
2000-04-06,6451.10009765625,6464.89990234375,6353.7998046875,6379.2998046875,1068579000
2000-04-07,6569.89990234375,6586.2998046875,6451.10009765625,6451.10009765625,857438000
2000-04-10,6533.39990234375,6579.60009765625,6510.39990234375,6569.89990234375,816581000
2000-04-11,6379.2001953125,6534.0,6358.39990234375,6533.39990234375,1114607000
2000-04-12,6350.7998046875,6443.5,6333.60009765625,6379.2001953125,931780000
2000-04-13,6357.0,6381.89990234375,6268.39990234375,6350.7998046875,1107726000
2000-04-14,6178.10009765625,6359.10009765625,6149.7998046875,6357.0,996451000
2000-04-17,5994.60009765625,6178.10009765625,5915.2001953125,6178.10009765625,1204901000
2000-04-18,6074.0,6084.2001953125,5951.7001953125,5994.60009765625,1016954000
2000-04-19,6184.89990234375,6193.60009765625,6074.0,6074.0,1251275000
2000-04-20,6241.2001953125,6248.10009765625,6134.39990234375,6184.89990234375,879208000
2000-04-25,6283.0,6313.7998046875,6155.7001953125,6241.2001953125,1028703000
2000-04-26,6256.5,6342.2001953125,6247.0,6283.0,1031032000
2000-04-27,6179.2998046875,6306.2001953125,6127.89990234375,6256.5,970702000
2000-04-28,6327.39990234375,6341.89990234375,6179.2998046875,6179.2998046875,882175000
2000-05-02,6373.39990234375,6412.60009765625,6311.89990234375,6327.39990234375,1035666000
2000-05-03,6184.7998046875,6373.39990234375,6176.10009765625,6373.39990234375,825000000
2000-05-04,6199.60009765625,6231.39990234375,6162.5,6184.7998046875,906960000
2000-05-05,6238.7998046875,6267.89990234375,6190.5,6199.60009765625,845274000
2000-05-08,6216.2998046875,6299.39990234375,6174.2998046875,6238.7998046875,603450000
