date_opened,ticker,strategy,vol_filter,entry_signal,entry_score,entry_gate_flag,entry_price,regime_at_entry,rsi_at_entry,volume_ratio,kelly_fraction,position_size_gbp,date_closed,exit_reason,exit_price,stop_level,target_level,pnl_usd,return_pct,days_held,peak_gain,peak_loss,strategy_return,bh_return,market_ret_during_hold,notes
2000-08-06 18:00:00+00:00,ELV,optimised_new,daily-rescreened,BUY,6.0,BUY,19.491,0.0197,59.66,1.31,0.1,8790.441,2000-08-08 18:00:00+00:00,"rr_stop_loss(12.5% loss, risk=8%)",17.0473,17.9318,19491.045,-1118.5874733,-0.12537581447847723,2,0.0,-0.12537581447847723,-0.008245413118068035,0.12180868688585544,-0.1253784431253928,
2000-08-06 19:00:00+00:00,KMB,optimised_new,daily-rescreened,BUY,6.0,BUY,39.6498,0.4154,61.44,1.46,0.1,7890.3102,2000-08-07 18:00:00+00:00,"rr_stop_loss(8.0% loss, risk=8%)",36.4649,36.4778,39649.7769,-648.9419253000002,-0.08032575195839572,0,0.0,-0.08032575195839572,-0.009471689852570742,-0.008757722924382705,-0.08032463041208882,
2000-08-07 19:00:00+00:00,CSX,optimised_new,daily-rescreened,BUY,6.0,BUY,1.1641,0.0211,58.57,1.53,0.1,7849.5262999999995,2000-08-15 18:00:00+00:00,"rr_stop_loss(9.1% loss, risk=8%)",1.0576,1.0709,1164.0707,-733.1104230999986,-0.09148698565415327,7,0.07293187870457882,-0.09148698565415327,0.00015445255332946495,0.19056070216355292,-0.09142456837675617,
2000-08-08 19:00:00+00:00,AAL.L,optimised_new,daily-rescreened,BUY,6.0,BUY,599.2094,0.1539,58.19,1.57,0.1,7831.666858,2000-08-14 20:00:00+00:00,"trailing_stop(11.3% from peak, still +0.2% from entry)",600.5846,551.2726,599209.3681,-52.54708544999951,0.002295024076725204,6,0.13025813680493004,-0.026311670010517048,0.025472920531443677,0.0757988757060617,0.0022931502878016374,
2000-08-08 21:00:00+00:00,EFX,optimised_new,daily-rescreened,BUY,6.0,BUY,12.7513,0.0489,54.42,1.42,0.1,7038.7176,2000-08-20 23:00:00+00:00,signal,12.2954,11.7312,12751.2804,-265.4825784,-0.035753217319018434,12,0.03282802537780458,-0.05266129727949307,0.006017302953463366,-0.17225932786029519,-0.03574805217752253,
2000-08-11 00:00:00+00:00,PG,optimised_new,daily-rescreened,BUY,8.0,BUY,20.391,0.9893,58.71,2.36,0.1,6341.601,2000-08-28 00:00:00+00:00,"trailing_stop(5.5% from peak, still +7.8% from entry)",21.9734,18.7597,20391.0,478.9510716000014,0.07760286400863144,17,0.13990485998724939,0.0,0.008765728010258655,-0.11064730534470735,0.0776032053815019,
2000-08-13 23:00:00+00:00,KMB,optimised_new,daily-rescreened,BUY,6.0,BUY,37.7498,0.2752,55.19,1.26,0.1,5700.2198,2000-08-24 18:00:00+00:00,"rr_stop_loss(10.0% loss, risk=8%)",33.9932,34.7298,37749.7997,-578.0797930000008,-0.09951311000323178,10,0.05041881016588171,-0.09951311000323178,-0.010079865248197595,-0.07594713512462381,-0.09951202381133151,
2000-08-14 22:00:00+00:00,AAL.L,optimised_new,daily-rescreened,BUY,6.0,BUY,634.7445,0.0643,53.38,1.68,0.1,5922.166185,2000-08-24 19:00:00+00:00,"trailing_stop(4.8% from peak, still +7.1% from entry)",679.7741,583.965,634744.5176,365.98641999899945,0.07094130000338712,9,0.12472183689657795,-0.02551010682250893,0.03880326337710982,0.21764557100602078,0.07093912455377582,
2000-08-15 23:00:00+00:00,ROK,optimised_new,daily-rescreened,BUY,6.0,BUY,10.7635,0.0583,55.3,2.45,0.1,6038.3235,2000-08-28 18:00:00+00:00,"trailing_stop(6.4% from peak, still +2.6% from entry)",11.039,9.9024,10763.479,142.32429750000023,0.025595763459841055,12,0.09578668648673747,-0.01529242346820273,0.021611826419852376,-0.09751828991214195,0.025592873887046785,
2000-08-20 22:00:00+00:00,ELV,optimised_new,daily-rescreened,BUY,6.0,BUY,18.4278,0.0001,52.53,1.36,0.1,6099.6018,2000-08-21 21:00:00+00:00,"rr_stop_loss(8.0% loss, risk=8%)",16.9501,16.9536,18427.8357,-500.82878490000115,-0.08018862805109683,0,0.014358740598443543,-0.08018862805109683,-0.009833648924162941,0.11541387258271585,-0.08019359678319438,
2000-08-23 18:00:00+00:00,EFX,optimised_new,daily-rescreened,BUY,6.0,BUY,13.0201,0.0186,56.89,2.92,0.1,6796.4922,2000-09-18 18:00:00+00:00,signal,12.7214,11.9785,13020.1448,-169.35846300000037,-0.02294145206258018,26,0.06119000622115048,-0.060798304160490244,0.006906325249527168,-0.14358136047992598,-0.02294444078170088,
2000-08-23 23:00:00+00:00,CSX,optimised_new,daily-rescreened,BUY,6.0,BUY,1.1041,0.194,54.04,1.43,0.1,6122.2345000000005,2000-08-30 18:00:00+00:00,"rr_stop_loss(8.4% loss, risk=8%)",1.0112,1.0158,1104.096,-526.8598384999999,-0.08414092926365363,6,0.0,-0.08414092926365363,-0.0019826926962089875,0.1382883565763715,-0.08412640872765065,
2000-08-24 20:00:00+00:00,ELV,optimised_new,daily-rescreened,BUY,6.0,BUY,17.9744,0.0203,54.23,1.58,0.1,6650.527999999999,2000-08-27 18:00:00+00:00,"rr_stop_loss(8.7% loss, risk=8%)",16.4186,16.5365,17974.4389,-588.3714099999987,-0.08655643581983254,2,0.0,-0.08655643581983254,-0.011103885357710008,0.0804413048045658,-0.08655910415496892,
2000-08-24 23:00:00+00:00,KMB,optimised_new,daily-rescreened,BUY,6.0,BUY,37.2219,0.3992,55.34,1.85,0.1,5955.504,2000-09-13 20:00:00+00:00,"rr_stop_loss(9.1% loss, risk=8%)",33.838,34.2441,37221.8629,-552.7935839999996,-0.09091153326401923,19,0.06502086137462089,-0.09091153326401923,-0.010201391157364514,-0.08016323655439594,-0.09090576143422657,
2000-08-28 22:00:00+00:00,ROK,optimised_new,daily-rescreened,BUY,6.0,BUY,11.5739,0.0817,58.47,1.45,0.1,7303.1309,2000-08-30 21:00:00+00:00,"rr_stop_loss(8.1% loss, risk=8%)",10.6393,10.648,11573.9087,-603.7491292000007,-0.08075065448984349,1,0.0,-0.08075065448984349,0.016558558964398618,-0.13019088772682663,-0.08074837541305846,
2000-08-29 20:00:00+00:00,PG,optimised_new,daily-rescreened,BUY,6.0,BUY,21.2997,0.99,43.76,1.31,0.1,6560.3076,2000-09-04 23:00:00+00:00,"trailing_stop(6.9% from peak, still +0.2% from entry)",21.3509,19.5958,21299.7471,2.633215199998391,0.002403789724737809,6,0.07722643980901138,-0.019465062888209695,0.005906570761392782,-0.13584364275645677,0.002401199189735692,
2000-08-31 22:00:00+00:00,AAL.L,optimised_new,daily-rescreened,BUY,6.0,BUY,718.7351,0.0312,58.5,3.44,0.1,7144.226893999999,2000-09-15 00:00:00+00:00,signal,668.672,661.2363,718735.1152,-560.9300016179997,-0.06965445266274037,14,0.05802527245434372,-0.06965445266274037,0.03567586120941413,0.19776030292331193,-0.06965450893588221,
2000-08-31 23:00:00+00:00,ROK,optimised_new,daily-rescreened,BUY,6.0,BUY,11.1868,0.1174,52.66,1.23,0.1,6421.2232,2000-09-13 23:00:00+00:00,signal,10.8132,10.2918,11186.7669,-227.07439999999954,-0.03339650302141808,13,0.0209800836700397,-0.07058318732792221,0.01577175926789076,-0.11597375337190652,-0.03339366981483549,
2000-09-05 23:00:00+00:00,PG,optimised_new,daily-rescreened,BUY,8.0,BUY,22.0552,0.9957,56.04,4.43,0.1,6440.118399999999,2000-10-01 18:00:00+00:00,"trailing_stop(8.1% from peak, still +3.7% from entry)",22.8655,20.2908,22055.2449,223.4907556000006,0.03673963509739207,25,0.1279879574884835,-0.04400322826362934,0.017229755765467036,-0.07454764169952566,0.03673033200670561,
2000-09-05 23:00:00+00:00,HON,optimised_new,daily-rescreened,BUY,6.0,BUY,30.2438,0.3214,63.23,1.87,0.1,5776.5658,2000-09-06 19:00:00+00:00,"rr_stop_loss(11.6% loss, risk=8%)",26.7505,27.8243,30243.7634,-678.1062112999999,-0.11550466541902808,0,0.0,-0.11550466541902808,0.0065008272596076555,-0.34822591893880417,-0.11550128813859728,
